2024-09-25 10:04:44,450 - INFO - Starting file processing for Spechbach_RNAB.TXT
2024-09-25 10:04:44,450 - INFO - DataLoader initialized with file path: C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Spechbach_RNAB.TXT
2024-09-25 10:04:44,450 - INFO - Attempting to read file: C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Spechbach_RNAB.TXT
2024-09-25 10:04:44,451 - DEBUG - File opened successfully
2024-09-25 10:04:44,451 - DEBUG - File read into memory
2024-09-25 10:04:44,455 - DEBUG - Data parsed into DataFrame
2024-09-25 10:04:44,455 - INFO - Start iteration 0 (number 0) for Spechbach_RNAB.TXT
2024-09-25 10:04:44,455 - INFO - Changing friction for iteration 0 (number 0) for Spechbach_RNAB.TXT
2024-09-25 10:04:44,455 - INFO - DataProcessor initialized with file: C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Spechbach_RNAB.TXT
2024-09-25 10:04:44,455 - INFO - Starting to change friction values for rows where the first column is 'RAU'.
2024-09-25 10:04:44,479 - DEBUG - New value at index 311, column RAU: 0.9599024860626026
2024-09-25 10:04:44,479 - DEBUG - Original value at index 312, column RAU: 5.6799
2024-09-25 10:04:44,480 - DEBUG - New value at index 312, column RAU: 4.738963285894921
2024-09-25 10:04:44,480 - DEBUG - Original value at index 313, column RAU: 76.768
2024-09-25 10:04:44,480 - DEBUG - New value at index 313, column RAU: 0.698363229305751
2024-09-25 10:04:44,480 - DEBUG - Original value at index 314, column RAU: 3.1393
2024-09-25 10:04:44,480 - DEBUG - New value at index 314, column RAU: 3.4703539606436777
2024-09-25 10:04:44,480 - DEBUG - Original value at index 315, column RAU: 1.876
2024-09-25 10:04:44,480 - DEBUG - New value at index 315, column RAU: 4.252822851516599
2024-09-25 10:04:44,480 - DEBUG - Original value at index 316, column RAU: 4.5194
2024-09-25 10:04:44,480 - DEBUG - New value at index 316, column RAU: 1.5650490818360405
2024-09-25 10:04:44,480 - DEBUG - Original value at index 317, column RAU: 4.715
2024-09-25 10:04:44,480 - DEBUG - New value at index 317, column RAU: 4.760878829629564
2024-09-25 10:04:44,480 - DEBUG - Original value at index 318, column RAU: 6.543
2024-09-25 10:04:44,480 - DEBUG - New value at index 318, column RAU: 4.200653332652574
2024-09-25 10:04:44,480 - DEBUG - Original value at index 319, column RAU: 6.4535
2024-09-25 10:04:44,480 - DEBUG - New value at index 319, column RAU: 2.4036076264662123
2024-09-25 10:04:44,480 - DEBUG - Original value at index 320, column RAU: 5.6726
2024-09-25 10:04:44,480 - DEBUG - New value at index 320, column RAU: 1.2445481856700402
2024-09-25 10:04:44,480 - DEBUG - Original value at index 321, column RAU: 13.753
2024-09-25 10:04:44,480 - DEBUG - New value at index 321, column RAU: 2.7284604128414354
2024-09-25 10:04:44,480 - DEBUG - Original value at index 322, column RAU: 2.6038
2024-09-25 10:04:44,480 - DEBUG - New value at index 322, column RAU: 4.749765156831769
2024-09-25 10:04:44,480 - DEBUG - Original value at index 323, column RAU: 6.4992
2024-09-25 10:04:44,480 - DEBUG - New value at index 323, column RAU: 4.6663337295144425
2024-09-25 10:04:44,480 - DEBUG - Original value at index 324, column RAU: 30.4819
2024-09-25 10:04:44,480 - DEBUG - New value at index 324, column RAU: 4.621007786507773
2024-09-25 10:04:44,480 - DEBUG - Original value at index 325, column RAU: 5.6912
2024-09-25 10:04:44,480 - DEBUG - New value at index 325, column RAU: 0.061030427534664256
2024-09-25 10:04:44,480 - DEBUG - Original value at index 326, column RAU: 42.2652
2024-09-25 10:04:44,481 - DEBUG - New value at index 326, column RAU: 4.773897099814127
2024-09-25 10:04:44,481 - DEBUG - Original value at index 327, column RAU: 1.6644
2024-09-25 10:04:44,481 - DEBUG - New value at index 327, column RAU: 2.4794096340204423
2024-09-25 10:04:44,481 - DEBUG - Original value at index 328, column RAU: 27.5748
2024-09-25 10:04:44,481 - DEBUG - New value at index 328, column RAU: 3.6391113617409663
2024-09-25 10:04:44,481 - DEBUG - Original value at index 329, column RAU: 5.6553
2024-09-25 10:04:44,481 - DEBUG - New value at index 329, column RAU: 0.3816600309094326
2024-09-25 10:04:44,481 - DEBUG - Original value at index 330, column RAU: 17.6224
2024-09-25 10:04:44,481 - DEBUG - New value at index 330, column RAU: 3.0491868912297604
2024-09-25 10:04:44,481 - DEBUG - Original value at index 331, column RAU: 21.4816
2024-09-25 10:04:44,481 - DEBUG - New value at index 331, column RAU: 1.1979887422857138
2024-09-25 10:04:44,481 - DEBUG - Original value at index 332, column RAU: 0.9431
2024-09-25 10:04:44,481 - DEBUG - New value at index 332, column RAU: 3.0666328176481583
2024-09-25 10:04:44,481 - DEBUG - Original value at index 333, column RAU: 1.6979
2024-09-25 10:04:44,481 - DEBUG - New value at index 333, column RAU: 1.7250747022348014
2024-09-25 10:04:44,481 - DEBUG - Original value at index 334, column RAU: 19.4534
2024-09-25 10:04:44,481 - DEBUG - New value at index 334, column RAU: 4.814016191737005
2024-09-25 10:04:44,481 - DEBUG - Original value at index 335, column RAU: 9.172
2024-09-25 10:04:44,481 - DEBUG - New value at index 335, column RAU: 4.463548181179665
2024-09-25 10:04:44,481 - DEBUG - Original value at index 336, column RAU: 1.335
2024-09-25 10:04:44,481 - DEBUG - New value at index 336, column RAU: 2.437850818326901
2024-09-25 10:04:44,481 - DEBUG - Original value at index 337, column RAU: 3.409
2024-09-25 10:04:44,481 - DEBUG - New value at index 337, column RAU: 3.713013823277874
2024-09-25 10:04:44,481 - DEBUG - Original value at index 338, column RAU: 0.8324
2024-09-25 10:04:44,481 - DEBUG - New value at index 338, column RAU: 0.020552417799023524
2024-09-25 10:04:44,481 - DEBUG - Original value at index 339, column RAU: 0.1675
2024-09-25 10:04:44,481 - DEBUG - New value at index 339, column RAU: 3.6982428010603265
2024-09-25 10:04:44,481 - DEBUG - Original value at index 340, column RAU: 2.8252
2024-09-25 10:04:44,482 - DEBUG - New value at index 340, column RAU: 0.5461566030651653
2024-09-25 10:04:44,482 - DEBUG - Original value at index 341, column RAU: 0.2661
2024-09-25 10:04:44,482 - DEBUG - New value at index 341, column RAU: 3.601377344961828
2024-09-25 10:04:44,482 - DEBUG - Original value at index 342, column RAU: 0.0597
2024-09-25 10:04:44,482 - DEBUG - New value at index 342, column RAU: 4.210901321543645
2024-09-25 10:04:44,482 - DEBUG - Original value at index 343, column RAU: 0.1222
2024-09-25 10:04:44,482 - DEBUG - New value at index 343, column RAU: 1.3666703173093555
2024-09-25 10:04:44,482 - DEBUG - Original value at index 344, column RAU: 0.7958
2024-09-25 10:04:44,482 - DEBUG - New value at index 344, column RAU: 1.1101872363868535
2024-09-25 10:04:44,482 - DEBUG - Original value at index 345, column RAU: 1.1987
2024-09-25 10:04:44,482 - DEBUG - New value at index 345, column RAU: 2.3539339867357185
2024-09-25 10:04:44,482 - DEBUG - Original value at index 346, column RAU: 6.8265
2024-09-25 10:04:44,482 - DEBUG - New value at index 346, column RAU: 3.7672679758322474
2024-09-25 10:04:44,482 - DEBUG - Original value at index 347, column RAU: 0.5892
2024-09-25 10:04:44,482 - DEBUG - New value at index 347, column RAU: 0.9625387106258662
2024-09-25 10:04:44,482 - DEBUG - Original value at index 348, column RAU: 0.2536
2024-09-25 10:04:44,482 - DEBUG - New value at index 348, column RAU: 0.09390754228692848
2024-09-25 10:04:44,482 - DEBUG - Original value at index 349, column RAU: 0.1631
2024-09-25 10:04:44,482 - DEBUG - New value at index 349, column RAU: 0.02324586814903231
2024-09-25 10:04:44,482 - DEBUG - Original value at index 350, column RAU: 1.9582
2024-09-25 10:04:44,482 - DEBUG - New value at index 350, column RAU: 2.08884851528355
2024-09-25 10:04:44,482 - DEBUG - Original value at index 351, column RAU: 1.365
2024-09-25 10:04:44,482 - DEBUG - New value at index 351, column RAU: 1.7805741271585644
2024-09-25 10:04:44,482 - INFO - Writing modified data to text file for iteration 0 (number 0) for Spechbach_RNAB.TXT
2024-09-25 10:04:44,483 - INFO - Writing modified DataFrame to new file: C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Import Data\Spechbach_RNAB_0.txt
2024-09-25 10:04:44,485 - DEBUG - DataFrame written to file successfully
2024-09-25 10:04:44,485 - INFO - Starting STANET import for iteration 0 (number 0) without load for Spechbach_RNAB.TXT
2024-09-25 10:04:44,485 - INFO - Preparing to import data for number 0
2024-09-25 10:04:44,485 - INFO - Executing command: "C:\Program Files\STANET\BIN\stanet64.exe" /N="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\11_Netz_RNAB\Spechbach_Roughness_without_load.STA" /CONFIG="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\Config_Spechbach" /X="Leitungen_Rauheiten_txt" /F="C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Import Data\Spechbach_RNAB_0.TXT" /A /B
2024-09-25 10:04:49,673 - INFO - Command executed successfully: "C:\Program Files\STANET\BIN\stanet64.exe" /N="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\11_Netz_RNAB\Spechbach_Roughness_without_load.STA" /CONFIG="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\Config_Spechbach" /X="Leitungen_Rauheiten_txt" /F="C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Import Data\Spechbach_RNAB_0.TXT" /A /B
2024-09-25 10:04:49,673 - INFO - Starting STANET export for iteration 0 (number 0) without load for Spechbach_RNAB.TXT
2024-09-25 10:04:49,673 - INFO - Preparing to export data for number 0
2024-09-25 10:04:49,673 - INFO - Executing command: "C:\Program Files\STANET\BIN\stanet64.exe" /N="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\11_Netz_RNAB\Spechbach_Roughness_without_load.STA" /CONFIG="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\Config_Spechbach" /Y="CSV" /E="C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\SyntheticData-Spechbach_Roughness_without_load_0.csv" /B /MED=04:00
2024-09-25 10:04:54,898 - INFO - Command executed successfully: "C:\Program Files\STANET\BIN\stanet64.exe" /N="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\11_Netz_RNAB\Spechbach_Roughness_without_load.STA" /CONFIG="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\Config_Spechbach" /Y="CSV" /E="C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\SyntheticData-Spechbach_Roughness_without_load_0.csv" /B /MED=04:00
2024-09-25 10:04:54,898 - INFO - Starting STANET import for iteration 0 (number 0) with load for Spechbach_RNAB.TXT
2024-09-25 10:04:54,898 - INFO - Preparing to import data for number 0
2024-09-25 10:04:54,898 - INFO - Executing command: "C:\Program Files\STANET\BIN\stanet64.exe" /N="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\11_Netz_RNAB\Spechbach_Roughness_with_load.STA" /CONFIG="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\Config_Spechbach" /X="Leitungen_Rauheiten_txt" /F="C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Import Data\Spechbach_RNAB_0.TXT" /A /B
2024-09-25 10:05:00,398 - INFO - Command executed successfully: "C:\Program Files\STANET\BIN\stanet64.exe" /N="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\11_Netz_RNAB\Spechbach_Roughness_with_load.STA" /CONFIG="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\Config_Spechbach" /X="Leitungen_Rauheiten_txt" /F="C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Import Data\Spechbach_RNAB_0.TXT" /A /B
2024-09-25 10:05:00,398 - INFO - Starting STANET export for iteration 0 (number 0) with load for Spechbach_RNAB.TXT
2024-09-25 10:05:00,398 - INFO - Preparing to export data for number 0
2024-09-25 10:05:00,398 - INFO - Executing command: "C:\Program Files\STANET\BIN\stanet64.exe" /N="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\11_Netz_RNAB\Spechbach_Roughness_with_load.STA" /CONFIG="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\Config_Spechbach" /Y="CSV" /E="C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\SyntheticData-Spechbach_Roughness_with_load_0.csv" /B /MED=04:00
2024-09-25 10:05:05,828 - INFO - Command executed successfully: "C:\Program Files\STANET\BIN\stanet64.exe" /N="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\11_Netz_RNAB\Spechbach_Roughness_with_load.STA" /CONFIG="C:\Users\D.Muehlfeld\Documents\aktuelle Berechnungen\Spechebach_Rechennetzmodell_Wasser\Config_Spechbach" /Y="CSV" /E="C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\SyntheticData-Spechbach_Roughness_with_load_0.csv" /B /MED=04:00
2024-09-25 10:05:05,828 - INFO - Finished iteration 0 (number 0) for Spechbach_RNAB.TXT
